,name,jfactor,profile,ch,mass,quantile,sigma_v
2710,UMaII,2.037161341367895,Einasto,t,7000,0.05,9.297760975901056e-24
2711,UMaII,2.037161341367895,Einasto,t,7000,0.32,1.3837899086266758e-23
2712,UMaII,2.037161341367895,Einasto,t,7000,0.5,1.584861471722399e-23
2713,UMaII,2.037161341367895,Einasto,t,7000,0.68,1.909057325454938e-23
2714,UMaII,2.037161341367895,Einasto,t,7000,0.95,2.7790020945500364e-23
2715,UMaII,2.037161341367895,Einasto,t,10000,0.05,1.0519320866621973e-23
2716,UMaII,2.037161341367895,Einasto,t,10000,0.32,1.6476806289171486e-23
2717,UMaII,2.037161341367895,Einasto,t,10000,0.5,2.0155000763512334e-23
2718,UMaII,2.037161341367895,Einasto,t,10000,0.68,2.3933897971648204e-23
2719,UMaII,2.037161341367895,Einasto,t,10000,0.95,3.4015010940471885e-23
2720,UMaII,2.037161341367895,Einasto,t,50000,0.05,2.9878974512180943e-23
2721,UMaII,2.037161341367895,Einasto,t,50000,0.32,4.536813154947821e-23
2722,UMaII,2.037161341367895,Einasto,t,50000,0.5,5.451899828625968e-23
2723,UMaII,2.037161341367895,Einasto,t,50000,0.68,6.636651889399777e-23
2724,UMaII,2.037161341367895,Einasto,t,50000,0.95,1.0464411210744971e-22
2725,UMaII,2.037161341367895,Einasto,t,100000,0.05,5.2338438315637123e-23
2726,UMaII,2.037161341367895,Einasto,t,100000,0.32,8.002781317809375e-23
2727,UMaII,2.037161341367895,Einasto,t,100000,0.5,9.910303768051585e-23
2728,UMaII,2.037161341367895,Einasto,t,100000,0.68,1.1954687113726976e-22
2729,UMaII,2.037161341367895,Einasto,t,100000,0.95,2.0302658448477792e-22
2730,UMaII,2.037161341367895,Einasto,tau,70,0.05,1.0927016436803782e-24
2731,UMaII,2.037161341367895,Einasto,tau,70,0.32,1.6990898783476666e-24
2732,UMaII,2.037161341367895,Einasto,tau,70,0.5,2.060576237358185e-24
2733,UMaII,2.037161341367895,Einasto,tau,70,0.68,2.4922732170020382e-24
2734,UMaII,2.037161341367895,Einasto,tau,70,0.95,3.752704626800924e-24
2735,UMaII,2.037161341367895,Einasto,tau,100,0.05,7.7569014314682345e-25
2736,UMaII,2.037161341367895,Einasto,tau,100,0.32,1.1687938023258475e-24
2737,UMaII,2.037161341367895,Einasto,tau,100,0.5,1.399707267386857e-24
2738,UMaII,2.037161341367895,Einasto,tau,100,0.68,1.6816413072452775e-24
2739,UMaII,2.037161341367895,Einasto,tau,100,0.95,2.488034136643968e-24
2740,UMaII,2.037161341367895,Einasto,tau,200,0.05,6.729588510006714e-25
2741,UMaII,2.037161341367895,Einasto,tau,200,0.32,1.0209630049592702e-24
2742,UMaII,2.037161341367895,Einasto,tau,200,0.5,1.2494266191159575e-24
2743,UMaII,2.037161341367895,Einasto,tau,200,0.68,1.5199342662151336e-24
2744,UMaII,2.037161341367895,Einasto,tau,200,0.95,2.332998317265836e-24
2745,UMaII,2.037161341367895,Einasto,tau,500,0.05,8.57246214704853e-25
2746,UMaII,2.037161341367895,Einasto,tau,500,0.32,1.313994126691991e-24
2747,UMaII,2.037161341367895,Einasto,tau,500,0.5,1.5739703674483347e-24
2748,UMaII,2.037161341367895,Einasto,tau,500,0.68,1.9162329267008407e-24
2749,UMaII,2.037161341367895,Einasto,tau,500,0.95,2.7762955909790102e-24
2750,UMaII,2.037161341367895,Einasto,tau,1000,0.05,1.151702480979317e-24
2751,UMaII,2.037161341367895,Einasto,tau,1000,0.32,1.813164817845929e-24
2752,UMaII,2.037161341367895,Einasto,tau,1000,0.5,2.1851465605345286e-24
2753,UMaII,2.037161341367895,Einasto,tau,1000,0.68,2.613674454027682e-24
2754,UMaII,2.037161341367895,Einasto,tau,1000,0.95,3.6856886208544666e-24
2755,UMaII,2.037161341367895,Einasto,tau,5000,0.05,3.0760834818042974e-24
2756,UMaII,2.037161341367895,Einasto,tau,5000,0.32,4.88410758436103e-24
2757,UMaII,2.037161341367895,Einasto,tau,5000,0.5,5.90766394266595e-24
2758,UMaII,2.037161341367895,Einasto,tau,5000,0.68,7.33384626978822e-24
2759,UMaII,2.037161341367895,Einasto,tau,5000,0.95,1.0719252109997945e-23
2760,UMaII,2.037161341367895,Einasto,tau,7000,0.05,4.004457305295559e-24
2761,UMaII,2.037161341367895,Einasto,tau,7000,0.32,6.4064730305000585e-24
2762,UMaII,2.037161341367895,Einasto,tau,7000,0.5,7.884688651038577e-24
2763,UMaII,2.037161341367895,Einasto,tau,7000,0.68,9.625958711959568e-24
2764,UMaII,2.037161341367895,Einasto,tau,7000,0.95,1.4030282415600978e-23
2765,UMaII,2.037161341367895,Einasto,tau,10000,0.05,5.141363155391338e-24
2766,UMaII,2.037161341367895,Einasto,tau,10000,0.32,8.607810133602163e-24
2767,UMaII,2.037161341367895,Einasto,tau,10000,0.5,1.0581134969126797e-23
2768,UMaII,2.037161341367895,Einasto,tau,10000,0.68,1.299663949643342e-23
2769,UMaII,2.037161341367895,Einasto,tau,10000,0.95,1.9439221707484642e-23
2770,UMaII,2.037161341367895,Einasto,tau,50000,0.05,3.2243145620117373e-23
2771,UMaII,2.037161341367895,Einasto,tau,50000,0.32,4.988867316460102e-23
2772,UMaII,2.037161341367895,Einasto,tau,50000,0.5,6.064094714826765e-23
2773,UMaII,2.037161341367895,Einasto,tau,50000,0.68,7.392675415959796e-23
2774,UMaII,2.037161341367895,Einasto,tau,50000,0.95,1.074266558165684e-22
2775,UMaII,2.037161341367895,Einasto,tau,100000,0.05,8.845409874975132e-23
2776,UMaII,2.037161341367895,Einasto,tau,100000,0.32,1.4400427884222472e-22
2777,UMaII,2.037161341367895,Einasto,tau,100000,0.5,1.7665008289530673e-22
2778,UMaII,2.037161341367895,Einasto,tau,100000,0.68,2.1872281465036237e-22
2779,UMaII,2.037161341367895,Einasto,tau,100000,0.95,3.1665543741566613e-22
2780,UMaII,2.280513528655544,Burkert,W,100,0.05,8.362877797942999e-24
2781,UMaII,2.280513528655544,Burkert,W,100,0.32,1.2635723321562349e-23
2782,UMaII,2.280513528655544,Burkert,W,100,0.5,1.5538528105567192e-23
2783,UMaII,2.280513528655544,Burkert,W,100,0.68,1.850043729512633e-23
2784,UMaII,2.280513528655544,Burkert,W,100,0.95,2.6647064809133745e-23
2785,UMaII,2.280513528655544,Burkert,W,200,0.05,2.502235456046616e-24
2786,UMaII,2.280513528655544,Burkert,W,200,0.32,3.908111062094223e-24
2787,UMaII,2.280513528655544,Burkert,W,200,0.5,4.638281655028234e-24
2788,UMaII,2.280513528655544,Burkert,W,200,0.68,5.669335012352512e-24
2789,UMaII,2.280513528655544,Burkert,W,200,0.95,8.178122518728743e-24
2790,UMaII,2.280513528655544,Burkert,W,500,0.05,1.9095590190707088e-24
2791,UMaII,2.280513528655544,Burkert,W,500,0.32,3.014026149925929e-24
2792,UMaII,2.280513528655544,Burkert,W,500,0.5,3.7334010654897714e-24
2793,UMaII,2.280513528655544,Burkert,W,500,0.68,4.555403831251716e-24
2794,UMaII,2.280513528655544,Burkert,W,500,0.95,6.672381374870431e-24
2795,UMaII,2.280513528655544,Burkert,W,1000,0.05,2.096638735702894e-24
2796,UMaII,2.280513528655544,Burkert,W,1000,0.32,3.274629022414661e-24
2797,UMaII,2.280513528655544,Burkert,W,1000,0.5,4.009926484880934e-24
2798,UMaII,2.280513528655544,Burkert,W,1000,0.68,4.8710186568235726e-24
2799,UMaII,2.280513528655544,Burkert,W,1000,0.95,7.285627242429715e-24
2800,UMaII,2.280513528655544,Burkert,W,5000,0.05,3.818713016326533e-24
2801,UMaII,2.280513528655544,Burkert,W,5000,0.32,6.12320729464048e-24
2802,UMaII,2.280513528655544,Burkert,W,5000,0.5,7.558430307155497e-24
2803,UMaII,2.280513528655544,Burkert,W,5000,0.68,9.255742646796496e-24
2804,UMaII,2.280513528655544,Burkert,W,5000,0.95,1.4259570318023324e-23
2805,UMaII,2.280513528655544,Burkert,W,10000,0.05,6.117009428786469e-24
2806,UMaII,2.280513528655544,Burkert,W,10000,0.32,9.704367865859162e-24
2807,UMaII,2.280513528655544,Burkert,W,10000,0.5,1.1670698658613788e-23
2808,UMaII,2.280513528655544,Burkert,W,10000,0.68,1.3974231558298242e-23
2809,UMaII,2.280513528655544,Burkert,W,10000,0.95,2.079320105019588e-23
2810,UMaII,2.280513528655544,Burkert,W,50000,0.05,2.3265948527387908e-23
2811,UMaII,2.280513528655544,Burkert,W,50000,0.32,3.728996240348541e-23
2812,UMaII,2.280513528655544,Burkert,W,50000,0.5,4.527310740957524e-23
2813,UMaII,2.280513528655544,Burkert,W,50000,0.68,5.439492934531485e-23
2814,UMaII,2.280513528655544,Burkert,W,50000,0.95,7.950925107466067e-23
2815,UMaII,2.280513528655544,Burkert,W,100000,0.05,4.429617160261431e-23
2816,UMaII,2.280513528655544,Burkert,W,100000,0.32,6.968429822590001e-23
2817,UMaII,2.280513528655544,Burkert,W,100000,0.5,8.548682131983526e-23
2818,UMaII,2.280513528655544,Burkert,W,100000,0.68,1.003586461136876e-22
2819,UMaII,2.280513528655544,Burkert,W,100000,0.95,1.8643540254002365e-22
2820,UMaII,2.280513528655544,Burkert,Z,100,0.05,1.4017319071689956e-23
2821,UMaII,2.280513528655544,Burkert,Z,100,0.32,2.166256582470615e-23
2822,UMaII,2.280513528655544,Burkert,Z,100,0.5,2.667767890885483e-23
2823,UMaII,2.280513528655544,Burkert,Z,100,0.68,3.219251399975021e-23
2824,UMaII,2.280513528655544,Burkert,Z,100,0.95,4.815170991332712e-23
2825,UMaII,2.280513528655544,Burkert,Z,200,0.05,3.2423444164288907e-24
2826,UMaII,2.280513528655544,Burkert,Z,200,0.32,5.088045787503965e-24
2827,UMaII,2.280513528655544,Burkert,Z,200,0.5,6.023431033719823e-24
2828,UMaII,2.280513528655544,Burkert,Z,200,0.68,7.354705394025628e-24
2829,UMaII,2.280513528655544,Burkert,Z,200,0.95,1.0827996196610349e-23
2830,UMaII,2.280513528655544,Burkert,Z,500,0.05,2.329280523259859e-24
2831,UMaII,2.280513528655544,Burkert,Z,500,0.32,3.663351446054345e-24
2832,UMaII,2.280513528655544,Burkert,Z,500,0.5,4.571731517061876e-24
2833,UMaII,2.280513528655544,Burkert,Z,500,0.68,5.518031834785219e-24
